Unnamed: 0,label,text
36,災害防治,他指出，第一次爆炸把廠內電力切斷，相關單位「無法確認可用化學用品的數量，也沒辦法計算燃燒率
37,災害防治,蒙克在記者會上表示，首先要控制火勢，確保周圍儲存槽冷卻，接下來再滅火，調查爆炸原因
38,災害防治,TPC集團的石化廠發生爆炸，附近居民被疏散
39,災害防治,警方證實，爆炸案導致許多住宅大門被吸走，內奇斯港遭受「廣泛的破壞」，呼籲民眾「遠離工廠附近的道路，遵守所有設置的路障
40,災害防治,也有人表示，一起床就發現住家的前、後門都不見了，窗戶全部碎裂
41,災害防治,台塑位於林園氯乙烯廠於今(7)日凌晨因卸料時氯乙烯槽車安全閥跳脫發生火災，但於2分鐘內即撲滅，對營運不造成影響，但也因此事故，該廠提前一個工作天歲修
42,災害防治,環保局表示，台塑林園廠7日凌晨1時許槽車卸載作業時，因釋壓閥跳脫，導致卸載的氯乙烯洩漏發生火警
43,災害防治,環保局7日表示，將依空氣汙染防制法第32條第1項第4款，先裁處45萬元，另因台塑林園廠此次洩漏的為毒性化學物質，將聯合市府各局處深度稽查，如有其他違規情況，將另依法裁處
44,災害防治,受到高雄氣爆影響，高雄街頭石化槽車滿街跑，終於釀災
45,災害防治,車禍發生在林園南路與沿海二路，兩輛車撞上後車頭全毀，由於化學槽車載有氯化烯，高雄市環保局與環保署南區應變隊緊急趕到現場採樣，並封鎖雙向四線道，所幸初步檢測並沒有外洩，引發虛驚
46,災害防治,中油高雄林園廠新三輕一座燃燒塔昨晚近九時冒出熊熊火光，照亮夜空，且傳出「嘶、嘶」響聲
47,災害防治,台電一條特高壓線路昨天下午近一點半突然故障，造成小港區、大寮區、林園區三萬多戶停電，林園工業區也因台電六萬九千伏特的超高壓電輸配系統斷電，造成林園工業區九家廠商跳?，業者損失情況待進一步清查
48,災害防治,警消初步調查後認為，爆炸源頭並非原本認為的居酒屋，而是隔壁的房仲公司，疑似職員噴灑逾百瓶除臭噴霧罐，導致爆炸
49,災害防治,警方認為，可能是噴霧罐的瓦斯等易燃成分被點燃而爆炸，但詳細原因仍待進一步調查
50,災害防治,另外，據到達現場的煤氣保安中心工作人員透露，在居酒屋外面放有5個50公斤的丙烷儲氣罐，房地?店外面放有2個20公斤的儲氣罐
51,其他,不過，醫生謹慎的進一步診斷，發現病人似乎並非染疫，經詢問才確認原來是消毒液惹禍
52,其他,最後，醫生詢問後確認，因為病人在家裡濫用84消毒液，從而患上過敏性肺泡炎
53,其他,新冠肺炎仍持續延燒，民眾該如何做好居家消毒工作？酒精、漂白水、次氯酸水的使用途徑與使用方法有何不同，該如何選用呢？健談圖文整理居家消毒常見問題，跟著健談一起來瞭解
54,其他,酒精消毒酒精可以使冠狀病毒的蛋白質出現變性，導致病菌死亡，故可作為消毒使用
55,其他,但吳醫師也叮嚀，酒精對於腸病毒、諾羅病毒、輪狀病毒無效，可改用稀釋含氯漂白水來清潔環境
56,其他,市售含氯漂白水中因含有「次氯酸鈉」成分，故可將漂白水稀釋後作為環境消毒使用
57,其他,根據衛生福利部建議，將次氯酸鈉濃度約5%的含氯漂白水加入100倍清水稀釋，即可得到500ppm的自製消毒水，可用於擦拭門把、桌面、拖地、清潔玩具使用
58,其他,近期常聽到次氯酸水是什麼？與漂白水中的「次氯酸鈉」有什麼不同？
59,其他,次氯酸水標榜可以作為食器、食材消毒使用，但其實無論是次氯酸、次氯酸鈉都成分不可食用
60,其他,次氯酸水與次氯酸鈉都有刺激性，經常接觸恐誘發呼吸道、皮膚過敏反應
61,其他,次氯酸水、次氯酸鈉成分皆具刺激性，經常與皮膚接觸恐誘發皮膚炎或過敏反應
62,其他,此外，漂白水稀釋前的次氯酸鈉濃度高，有明顯的刺鼻臭味，若不慎大量吸入會刺激呼吸道、甚至誘發氣喘發作，因此使用時需特別小心留意
63,其他,吳書毅醫師提醒，就個人防疫來說，勤用肥皂洗手仍是最安全、有效的做法，過度依賴酒精、乾洗手液、或其他消毒產品都可能刺激皮膚造成發炎或不適症狀
64,其他,消毒水調製的比例可採1公升水加入20c.c.的漂白水混勻即可，擦拭玩具時建議戴上手套，先以毛巾沾取消毒水擦拭玩具各處，再以清水徹底擦拭一次，並放置於通風良好處任其陰乾
65,其他,此外，吳書毅醫師補充，若想要避免玩偶誘發氣喘問題，則可將絨毛玩偶包好放入冷凍庫冰凍一天再取出曬乾，即可有效殺死塵蟎喔
66,其他,海巡署查獲宜蘭2人以工業用異丙醇冒充醫療酒精，大賺黑心財
67,其他,臺東查緝隊日前接獲情資，遂以簡陋設備及工業用異丙醇做為原料，謊稱為75%的醫療用酒精
68,其他,「海巡署長室」臉書6日也同步貼文指出，海巡署台東、宜蘭查緝隊會同了警察友軍，在宜蘭破獲一座「非法地下酒精工廠」
69,其他,兩名犯嫌以簡陋的設備及工業用異丙醇做為原料，稀釋分裝後，向外謊稱是75%的醫療用酒精，並以市價的1.8倍，透過通訊軟體向民眾販售
70,其他,同樣都在宜蘭，宜蘭酒廠上個月才宣布停止「年收入3億元」招牌紅露酒的產線，配合政策全力生產醫療用酒精，一起加入防疫陣線
71,其他,此刻「台灣隊長」們正日以繼夜的生產口罩、酒精、製藥與查緝不法，相信一定能挺過這次疫情，讓我們一起加油
72,其他,原來是金氏將氰化鉀放入雙花茶內，在鄰居泡完澡準備起身時拿給對方喝，目的是為了偷走鄰居身上的金飾
73,其他,過程中她使用同樣的手法，讓全氏喝下混有氰化鉀的飲料，導致對方在公車上昏迷，最後心臟麻痺死亡，身上所有財物都被金氏拿走
74,其他,氰化鉀外觀無色或白色，帶一點杏仁味，易溶於水，一般人攝取100至200毫克，在30秒內會昏迷，45分鐘會抽搐身亡
75,其他,警方懷疑金氏後，耗費大量人力和時間將先前土葬的4具屍體開棺驗屍，才驚覺所有的遺體內都有氰化鉀，急忙派2名女警去金氏家裡搜查，最後在廁所牆壁的小洞中發現了一個用報紙包起來的東西，打開後裡面全都是氰化鉀
76,其他,至於她是如何取得大量氰化鉀？原來是她的姪子在化學工廠上班，她以「殺野雞」為由向對方取得
77,其他,冷血殺害了5人的金氏，最終在1997年12月30日執行死刑，享年58歲，也是韓國最後一批死刑犯
78,其他,嬌生集團今天表示，針對嬰兒爽身粉日前遭美國食品暨藥物管理局（FDA）驗出微量石綿，嬌生重新進行15項檢驗，顯示爽身粉並不含石綿
79,其他,嬌生在聲明中說：「嚴謹第三方檢驗結果證實，嬌生嬰兒爽身粉不含石棉，我們堅守產品安全性
80,其他,為證明旗下這款用途廣泛的產品安全無虞，嬌生進行這一系列最新檢測
81,其他,石綿是一種致癌物質，與致命間皮瘤（mesothelioma）有關
82,其他,這次回收行動對於擁有130多年歷史的美國醫療保健集團嬌生來說是最新打擊，嬌生正面臨1萬5000起產品訴訟，包括嬰兒爽身粉、鴉片類藥物、醫療設備和抗精神病藥物理思必妥（Risperdal）
83,其他,屏東可可果種植面積達256公頃，巧克力、可可茶等產品也打出品牌，然而可可產業雖促進產銷發展，同時卻也產生大量可可莢殼等廢棄物
84,其他,食安處表示，廢棄藥品處理方法，可依照藥品的類型處理
85,毒品,青少年藥物濫用情形嚴重，教育部在各縣市成立諮詢服務團，近年透過戶外體驗學習、山林教育，幫助有沾染毒品疑慮的學生，找回規律的生活作息及挑戰自我的管道
86,毒品,最近一名少女與男友在桃園一家汽車賓館，混合使用笑氣、毒品咖啡包，少女太過興奮休克猝死
87,毒品,行政院明擬通過法務部擬具「毒品危害防制條例」部分條文修正草案，未來查獲新興毒品若不便保管，在取樣後，即便法院尚未判決確定，仍可先行銷燬
88,毒品,修法後吸毒者若經緩起訴可先由醫療機構評估，進行多元戒治，不是直接送勒戒強制戒治
89,毒品,她並說，現行毒品施用者若經緩起訴，依規定須將毒品施用者送交勒戒、觀察，強制戒治，但修法後可先由醫療機構評估，採取精神治療、心理輔導或戒癮治療等更多元、適切與相對柔性的做法
90,毒品,警方說這批毒品若流入市面將可製作350萬包咖啡，粗估這批毒品市價超過新台幣3億元
91,毒品,警方監控多時，發現桌嫌在10月中旬開著貨車把24箱一粒眠毒品交給郭姓男子，然後郭嫌再把毒品載到新北市五故區某社區大樓公寓內存放
92,毒品,在10月21日行動攻堅搜索該社區大樓，總共查獲217公斤的三級毒品一粒免，並查扣兩輛運毒車輛
93,毒品,新北市破獲K他命製毒工廠，現場放著瓦斯桶、快速爐、大鐵鍋等製毒器具
94,毒品,犯嫌製毒過程中用以過濾雜質的漏斗也是大型的
95,毒品,陳男利用相思樹皮提煉毒品原料，賺進百萬，遭羈押後仍重操舊業
96,毒品,陳男被捕後遭到羈押，但期滿交保獲釋後，卻經不起利益誘惑，再度重操舊業，跑到板橋區南雅夜市出租套房內，製毒牟利
97,毒品,因為一個人抽大麻時，四氫大麻酚會淹沒大麻素系統，干擾他們在神經元之間交流的能力
98,毒品,美國各州在使用大麻合法性歧異的問題仍然存在，儘管在許多州已經完全合法多年，但許多國家仍倡議將大麻視為跟海洛因同樣有害
99,毒品,加拿大籍華裔危姓男子夾帶混充普洱茶餅的20包大麻花，毫無遮掩裝在托運行李內企圖闖關，被關務署台北關及航空警察局安檢大隊、刑警大隊緝毒人員攔截查獲，起出毛重超過20公斤的大麻花
100,毒品,記者張方瑀／綜合報導泰國日前發生3名男子差點因注射過量海洛因而身亡，此案件受到關注的原因在於，警方從他們吸食的海洛因中，竟驗出合成鴉片類藥物芬太尼（Fentanyl）
101,毒品,不同於植物性藥物，屬於合成藥物的芬太尼，是鴉片類強效麻醉性鎮痛藥，藥效更勝嗎啡，更容易使人上癮
102,毒品,刑事局中部打擊犯罪中心今天表示，日前破獲大麻工廠，在犯嫌承租的透天厝內，發現新興的毒品卡痛葉，不少人誤會是舒緩疼痛、助眠的天然草藥，吸食後有致死疑慮
103,毒品,刑事局中部打擊犯罪中心今天上午召開記者會指出，9月查獲苗栗竹南鎮一處大麻毒品製造工廠
104,毒品,趙男在新竹市北區承租的透天厝，當場查獲大麻株、乾燥大麻株、大麻種子、乾燥大麻葉等多項贓證物
105,毒品,其中，警方查扣今年才公告列管的第三級毒品卡痛葉，具有嗎啡衍生物的特性，許多人誤認卡痛葉有舒緩疼痛、助眠的天然草藥，但吸食後會有心跳過快、意識混亂、嘔吐、血壓高等症狀，過量恐致死
106,毒品,而荷蘭也是目前歐洲最大的合成毒品生產國，巴爾幹半島則是最賺錢的毒品轉運站
107,毒品,古斯狄兒表示：「越來越大的毒品市場，使新興的販毒集團日漸增加，而為了龐大的利益，他們也不惜與競爭者一戰
108,毒品,」2018年歐洲約有2500萬人有使用毒品的紀錄，其中大麻為最大宗，而最少被服用的搖頭丸也有260萬人使用的紀錄
109,毒品,警方從車上找到搖頭丸6顆、FM2藥丸12顆、吸食安非他命毒品使用過的軟管1支，已將兩人因違反毒品危害防制條例、妨害公務等罪嫌送辦
110,毒品,他說，自己因好奇，向年籍不詳的陌生男人購買K他命毒品，對方宣稱「優待大放送」，免費送他2顆添加毒品的毒糖果試用
111,毒品,警方現場查獲毒品大盤商葉姓男子（30歲）及小盤商及其手下等11名男子，發現該處儼然是毒品交易的發貨中心
112,毒品,但警方在400多公斤的半成品中粗篩出毒品反應，因此將他依毒品罪嫌移送法辦
113,毒品,44歲的陳男只有國中畢業，卻自學製毒，在各地取得安毒原料後，將公寓改造成製毒工廠，全天候製作K毒，但過程會產生塑膠臭味，很快就被人檢舉
114,毒品,刑事局警方前天於新北市深坑查獲一處大型製毒工廠，起出800多公斤的K他命製毒原料及關鍵溶劑1000公斤，以及23公斤成品80公斤半成品
115,毒品,其中10月9日台北關稅局發現一件國際郵包，經Ｘ光發現有毒品含量的軟糖等，檢警喬裝郵務人員送貨，林姓友人出來收貨而被逮，並翻出這件重大毒品走私案
116,毒品,警方另起出手機2支、新台幣2萬100元，經當場以毒品試劑檢測後均呈毒品陽性反應
117,毒品,只是莊男卻連對方的連絡方式及揪團對象都說不清楚，供詞明顯避重就輕，警方懷疑他涉嫌販毒且現金疑就是販毒所得，訊後先將全案依毒品罪嫌送辦，再繼續深入追查
118,毒品,羅男被拍下的照片主要是羅男長期吸食毒品，導致兩頰凹陷，眼神空洞等，足見吸食毒品危害，呼籲民眾千萬不要接觸毒品
119,毒品,年輕人吸毒脫序的行徑有夠誇張
120,毒品,25歲陳男與27歲陶男是好友關係，陶男吸毒時常約陳男到家裡作伴
121,毒品,警方對陳男被砍殺兩天、流下大片鮮血還能清醒報案頗感訝異，趕緊將他送醫，急救後已無生命危險
122,毒品,江明學於警詢過程十分配合，聲稱壓力大，才會自交友軟體購買安毒
123,毒品,台北關指出，毒郵票是紙張浸泡麥角二乙胺，放入舌下含著，可以持續興奮作用長達12個小時，毒性為K他命的3倍，公告列入二級毒品
124,毒品,楊姓女子與林姓丈夫因談離婚吵架，林男隔天返家看見妻子在住處身亡，旁邊還有毒品，以為妻子負氣吞毒自殺，自責不已
125,毒品,警方初判，楊女可能短時間內喝酒又服用混合毒品才暴斃，將解剖釐清確切死因
126,毒品,警方調查，25歲林姓裝潢工人與在按摩店上班的19歲楊女結婚
127,毒品,黃女告訴警方，她與楊女先喝酒再喝毒品咖啡包，覺得「不夠力」再吞搖頭丸
128,毒品,提醒民眾，勿飲用來路不明飲料，飲品也切勿離開視線，勿讓有心人士有機可乘
129,食品安全,據瞭解，烯草酮為一種環己烯酮類除草劑，是目前最具有商業前景的一種環己烯酮類除草劑，被廣泛用於黃豆、油菜等多種闊葉作物田，對多種禾本科雜草有良好防效
130,食品安全,醫師提醒，吃過多不需要的保健食品是身體負擔，特別是蜂膠及苜蓿芽產品會刺激免疫系統，反而會害過敏大爆發
131,食品安全,包括了消基會抽驗台灣市售蜂蜜有5成不符合國家標準、澳洲有標榜「純蜂蜜」卻其實添加中國製的糖漿、美國市面上販售的蜂蜜有76%是假的
132,食品安全,蜂蜜摻偽不管在國內外，都是相當嚴重的問題，更嚴重影響消費者信心
133,食品安全,德國騰德集團歐洲食品摻偽鑑定中心主任亞恩・杜貝克指出，蜂蜜摻偽是一個持續發生的問題
134,食品安全,在蜂蜜中額外添加、取出天然物質，都算是蜂蜜造假
135,食品安全,杜貝克表示，歐洲蜂蜜造假的規定與台灣相比嚴格許多，歐盟針對蜂蜜產品有一套相關的指令清楚定義，其中最重要的核心是不可在蜂蜜中添加額外的物質或『取出』其中天然存在的物質」
136,食品安全,唯一的例外是可以過濾花粉，但如有過濾花粉的蜂蜜就需要在包裝標示上說明
137,食品安全,如何鑑別純蜜？目前以NMR法能夠全方位分析
138,食品安全,目前台灣的蜂蜜造假方法中，以「混摻糖漿」是最常發生的，消費者通常難以分辨，因此必定得透過化學鑑定方法才能揪出不法業者
139,食品安全,坊間有人會建議以蜂蜜加水後搖晃查看產生的泡沫持久度，若泡沫量少且很快就消失即是假的蜂蜜，杜貝克則對於這種辨別方式保持存疑，認為仍無法100%確認結果，使用檢測技術才比較能明確確認
140,食品安全,杜貝克也分享，目前檢測蜂蜜摻偽有幾種常見的作法，例如以光學顯微鏡檢視花粉的組成：以顯微鏡檢視花粉是否符合該產品宣稱的植物來源
141,食品安全,要檢測的蜂蜜產品與資料庫作比對，可確定產品是否摻有其他糖漿、植物來源以及產地是否符合宣稱
142,食品安全,利用NMR就可以一次查看到不同的檢測結果，是目前最新以及最全方位的鑑定方法，蜂蜜造假技術推陳出新
143,食品安全,使用檢驗分析技術揪出蜂蜜摻偽，但為了躲過這些檢測方法，蜂蜜造假的技術也同樣地一直在進步
144,食品安全,縣府農業處提到，為兼顧植物保護需求與農民的健康及安全，禁用劇毒性成品農藥是國際農藥管理趨勢，國內也已陸續禁用多種劇毒農藥
145,食品安全,巴拉刈屬劇毒農藥，人體誤食後，因無有效的解毒劑，容易不當使用無法救治導致不幸，對健康的威脅相當危險
146,食品安全,農業處表示，農委會自民國106年10月5日預告禁止販售和使用巴拉刈，至今宣導緩衝期已長達2年以上，2月起正式禁止農藥販賣業者販售及農民使用
147,食品安全,也呼籲農藥行及農友務必遵守規定，切勿僥倖販賣及使用禁用農藥以免觸法，販賣禁用農藥最高可處5年以下有期徒刑，併科新台幣500萬以下罰金，農友若使用禁用農藥，最重可處15萬元以下罰金
148,食品安全,年節期間，民眾大魚大肉之際，經常會購買魷魚乾烹調菜色，但就有一些不肖廠商，竟販賣黑心魷魚乾
149,食品安全,屏東簡姓攤商為使魷魚乾軟化膨脹，長期非法使用工業級氫氧化鈉浸泡後再賣給市場攤販、超市及火鍋店，檢方以違反食安法起訴簡男後，最高法院將他判刑6個月定讞，並給予緩刑2年的自新機會
150,食品安全,檢方起訴指出，簡男2017年6月至2018年6月間，向鄭姓業者經營的化工原料行，購買「液鹼」用來浸泡魷魚乾，等魷魚乾軟化膨脹後再以清水洗淨，運往傳統市場、超市及火鍋店販售，供不特定消費者食用
151,食品安全,由於工業用液鹼不能用於食品，檢方因此依照違反《食品安全衛生管理法》，對簡男提起公訴
152,食品安全,法院審理時，簡男否認犯罪，辯稱十多年來他都向鄭姓業者購買液鹼，他不知道液鹼不能用來浸泡魷魚乾
153,食品安全,不過鄭姓業者作證時表示，液鹼不能添加在食品內，販售前他一定會向客戶說明，桶子上也貼有標示及注意事項
154,食品安全,其中北市第一果菜批發市場零批場4項殘留農藥不符規定，並通知台北農產公司針對違規供應商停止供應10天
155,食品安全,北市衛生局食品藥物管理科科長陳怡婷指出，這次其它檢出產品包括「菠菜」、「百香果」各1件檢出3項殘留農藥不符規定
156,食品安全,依行政院農業委員會公告，這次抽驗檢出殘留農藥殺菌劑待克利、達滅芬、賓克隆與殺蟲劑達特南、因滅汀、因得克等均為合法登記並領有許可證的農藥，但殘留農藥含量應符合農藥殘留容許量標準
157,食品安全,陳怡婷表示，針對不符規定產品北市衛生局已命抽驗地點下架不得販售，移請產品來源所轄衛生局溯源並輔導農民正確田間施藥
158,食品安全,「宜家家居股份有限公司（IKEA）」先前被爆出，進口自印度的「TROLIGTVIS隨行杯」被驗出塑化劑超標
159,食品安全,據星島日報報導，香港IKEA近日指出，最近的測試報告顯示，印度製造的隨行杯中，含有超出指定標準的塑化劑鄰苯二甲酸二正丁酯，且有機會轉移到食物當中，因此所有分店都將進行回收
160,食品安全,然而，光是呼籲與警告並沒有發揮效果，甚至本次事件發生最大傷亡規模的聖誕派對上，部分蘭班諾椰子酒的來源，竟是由地方政府所購買
161,食品安全,截止2019年12月23日，獲得菲律賓食品和藥物管理局許可證的蘭巴諾產品僅14個
162,食品安全,美國食品暨藥物管理局（FDA）今天淡化已下架知名胃藥「善胃得」含汙染物N-亞硝基二甲胺（NDMA）構成的風險，聲稱檢測結果顯示，患者服用善胃得後不會在體內形成致癌物
163,食品安全,不過，FDA對含雷尼替丁成分的原廠藥與學名藥進行檢測，發現這種非處方藥有些廠牌的NDMA濃度，是FDA「容許量」的9倍
164,食品安全,FDA說，為了模擬善胃得如何在使用者胃部與小腸發揮作用，FDA展開的試驗顯示，善胃得不會導致體內形成NDMA
165,食品安全,FDA表示，仍計劃在人類患者身上進行藥物試驗，以全面了解藥物被人體吸收後是否會形成NDMA
166,食品安全,善胃得是法國製藥公司賽諾菲集團（SanofiSA）在美國銷售的藥物，由於可能汙染到NDMA，善胃得和一些學名藥已經回收
167,食品安全,FDA今年10月表示，在含有雷尼替丁成分的藥物中發現的NDMA含量令人無法接受
168,食品安全,美國線上藥品零售商Valisure先前曾提出雷尼替丁會導致病患體內形成NDMA的說法，當初是向FDA警告藥物可能受到汙染
169,食品安全,國際陸續傳出部分降血壓、胃藥與第二型糖尿病用藥遭驗出具動物致癌性雜質
170,食品安全,衛福部食藥署表示，除了持續呼籲業者自主管理，12月5日起我國限制沙坦類（Sartan）、雷尼替定（ranitidine）與二甲雙胍類藥物（metformin）檢驗證實NDMA低於限量才能輸入
171,食品安全,食藥署也抽驗市面上30餘款二甲雙胍類藥物，待結果出爐再公告
172,食品安全,食藥署表示，依國際藥政管理單位推論，NDMA不純物的產生可能與製程相關，隨著檢驗技術更靈敏才陸續傳出藥品摻有這種雜質
173,食品安全,不過，我國「中華藥典」將陸續納將NDMA檢驗規格納入，目前優先將沙坦類降血壓藥的檢驗規格納入，預計今年底完成
174,食品安全,我食藥署藥品組簡任技正黃琴喨表示，上述三款藥品我國均未核准且未輸入
175,食品安全,食藥署已針對藥品中亞硝胺類不純物採取風險管控措施，11月13日發文給藥品相關公學協會轉知藥品製造或輸入業者，要求主動評估及檢測藥品製程
176,食品安全,另外，12月5日起要求風險程度較高的成分逐批檢驗原料藥，經檢驗合格者，始得輸入或供製劑使用
177,食品安全,農糧署今表示，經食藥署抽檢樣本，都沒有檢出黃麴毒素或農藥殘留
178,食品安全,為穩定花生產銷及產地價格，農糧署近期輔導農會、合作社場辦理108年2期作花生穩定產地價格措施，以每台斤40元以上採購達一定品質花生，價格由買賣雙方合議後交易
179,食品安全,但由於收購來的花生部分存放在紙廠倉庫、保齡球館，外界質疑恐會產生黃麴毒素等危及食安，農糧署上周找來食藥署確認存放條件是否安全
180,食品安全,農糧署表示，經會同食藥署共同抽檢樣本送藥物毒物試驗所檢驗，12月12日抽檢樣本經檢驗後，都沒有檢出黃麴毒素及農藥殘留
181,食品安全,國際間發現部分胃藥中的成分「雷尼替定」（ranitidine）含可能致癌物NDMA成分，食藥署上月20日緊急將我國含「雷尼替定」的38項藥品預防性下架
182,食品安全,衛福部食藥署藥品組科長洪國登表示，截至昨天，我國含「雷尼替定」的38項藥品當中，已有15項、287批提出檢驗合格證明文件，可恢復供應銷售，另23項、420批藥品則應啟動回收作業
183,食品安全,建議正在服藥的民眾可考慮至藥局換掉問題批號藥品，或是回頭請醫師處方其他適當藥品
184,食品安全,洪國登表示，NDMA雖具動物致癌性，但對人類影響的證據不足
185,食品安全,目前確認NDMA非業者刻意添加，而是因為使用到「雷尼替定」原料藥所致
186,食品安全,但產生NDMA的原因待釐清，國際間各藥政主管機關持續調查
187,食品安全,但你知道嗎？其實在一般釀酒的過程中便會產生少量甲醇，尤其在釀造水果酒的過程中，甲醇的量又會比一般穀類釀造的酒類來得更多
188,食品安全,以柑橘類來說，其所含之果膠含量普遍較高，尤其柚子的每瓣果膠含量更高達6%以上，應盡量避免
189,食品安全,因為皮蛋在製作過程中，會受到溫度與酸鹼度的影響，不少業者會額外添加氧化鉛或氧化銅等重金屬物質使製程安定，提高皮蛋的製成率與品質
190,食品安全,如果重金屬物質添加過量，或是蛋殼的氣孔過大，有可能出現殘留物超標的問題，政府針對皮蛋殘留鉛、銅的量分別訂定限量標準為0.3PPM、5PPM以下
191,食品安全,衛生局建議消費者挑選皮蛋時，應選擇外殼、包裝完整、有CAS標章，及來源、有效日期標示清楚的產品
192,食品安全,建議民眾清洗蔬菜時應去除外葉，以水沖洗蔬菜根部將泥沙清除，並摘除根部，以清水浸泡，再以流動清水沖洗
